"id","classification","score","title","description","topic_id","created_at","updated_at","privacy_related","docbot_regex"
381,"good",25,"No third-party analytics or tracking platforms are used","There are no Google Analytics or other tracking codes embedded in the service.  Any tracking is performed by the service itself.",48,"2018-11-24 07:31:17.579575","2021-05-06 08:31:08.88231",True,""
391,"good",30,"You will be notified if personal data has been affected by data breaches","Should the personal information of a service be compromised, the service will inform users if any personal data has been affected by data breaches. This case is also related to privacy.",50,"2019-05-18 19:43:31.457056","2021-05-06 08:45:11.259982",True,""
376,"bad",70,"Many different types of personal data are collected","The service collects different kinds of personal data, such as name, demographic information, postal address, biometric data, device information, IDs, contacts, call logs...",41,"2018-10-23 23:28:53.357252","2021-05-06 08:08:55.809152",True,""
218,"good",100,"You are not being tracked","The document excerpt needs to include the words ""[the service] does not track [users]"" or ""[the service] does not use any tracking technology"".",25,"2018-01-16 15:26:10.414249","2021-05-06 08:10:50.588547",NULL,""
372,"good",50,"User-generated content is encrypted, and this service cannot decrypt it","Content generated by the users is end-to-end encrypted, in a way that it can't be accessed by anyone unauthorised, and even the service has no technical means to decrypt it.",52,"2018-10-20 10:35:42.493421","2021-02-24 23:20:55.617494",True,""
307,"bad",50," You are being tracked via social media cookies/pixels","These types of cookies/pixels send information to social media sites when you interact with the service.",25,"2018-08-27 06:40:35.316641","2021-05-06 08:11:02.904163",True,"^(((?=.*Facebook)(?=.*pixel))|(?=.*social)((?=.*network)|((?=.*media)))(?=.*cookie))"
382,"bad",50,"Information is gathered about you through third parties","This Service may employ, either identifiable or non-identifiable, data collection from third party sources about you.",48,"2019-01-10 18:06:34.391114","2021-05-06 08:29:07.413292",True,"^((?=.*we ))((?=.*obtain)|(?=.*collect))((?=.*sources)|(?=.*third parties)|(?=.*3rd parties)|(?=.*third-parties))"
393,"good",30,"The service will only respond to government requests that are reasonable"," The Agreement explains they will disclose personal data about you if it is reasonably necessary to comply with applicable law and government requests.",28,"2020-06-15 19:00:08.698385","2021-02-25 10:35:13.254067",True,""
234,"blocker",100,"They store data on you even if you did not interact with the service","Some services store data on you even if you did not provide that data yourself. For example, users might provide access to their address book, after which a service might also store the phone numbers of that person's contacts.",41,"2018-07-03 09:36:21.0941","2020-10-19 19:26:18.784813",True,NULL
400,"bad",45,"This service receives your precise location through GPS coordinates","Unless the service relies on Geo Location, this case is to be assigned to points that don't need your GPS coordinates to function properly.",56,"2020-10-24 03:32:35.365968","2021-02-18 10:56:40.735475",True,""
375,"neutral",50,"Blocking first party cookies may limit your ability to use the service","Most browsers allow users to set preferences related to cookies storage. You may choose to block all cookies (including first-party cookies), but it may impact your use of this service and you may not be able to access some or any of the features provided.",25,"2018-10-21 10:14:30.867458","2021-02-24 23:11:47.095647",NULL,""
398,"neutral",40,"This service has a no refund policy with some exceptions","Payments can be refunded if some requirements are fulfilled.",54,"2020-10-01 08:52:32.114721","2021-02-25 10:34:30.981207",NULL,""
397,"bad",30,"Your biometric data is collected","This service can collect or use your biometric data. This includes but is not limited to facial recognition, fingerprints, and iris scans. Although this feature can sometimes be convenient to the user, providing this type of information to the service could open your personal data to being sold or stolen.",56,"2020-09-11 22:33:35.876997","2020-10-24 03:11:59.592826",True,NULL
402,"good",10,"The service has non-exclusive use of your content","The service can pay for your content and you are allowed to make it commercially available to other services/parties. ",30,"2020-11-12 05:16:05.848826","2020-11-12 05:26:31.829033",NULL,NULL
321,"good",50,"Promises will be kept after a merger or acquisition","If the service gets acquired or needs to transfer personal data after a merger, bankruptcy, reorganisation or sale of the services, the data will still be processed in a manner that honours the promises made in the agreements.",39,"2018-08-29 10:35:07.816299","2021-02-24 23:26:30.356632",NULL,""
403,"bad",50,"Instead of asking directly, this Service will assume your consent merely from your usage.","The Service infers your acceptance from your continued usage, instead of prompting you to read the Terms and asking for direct consent.",46,"2020-12-30 03:17:35.286075","2021-03-27 17:01:21.559838",True,"^((?=.*continuing)|(?=.*continued))(?=.*use)(((?=.*accept)|(?=.*agree))((?=.*terms)|(?=.*change)))"
404,"good",20,"This Service provides a list of Third Parties involved in its operation.","The Service provides a list detailing the third parties involved, their roles, and may even provide more information.",36,"2020-12-30 03:18:47.006353","2020-12-30 03:18:47.006353",True,NULL
302,"good",60,"Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards","The service has arrangements in place to ensure that users' personal information, if shared with an entity outside of the service's jurisdiction, is processed to the same standards that apply to the processing of personal data in the service's jurisdiction.",44,"2018-08-27 04:34:05.373166","2021-02-10 08:05:46.46234",True,""
310,"neutral",15,"If you are the target of a copyright claim, your content may be removed","The content you have published on the service may be removed if it infringes copyright.",47,"2018-08-27 12:56:52.76667","2021-02-27 15:55:15.943323",NULL,""
405,"good",20,"An anonymous payment method is offered","Some services allow payments via cryptocurrencies, so that users don’t need to reveal their identity to payment processors.",54,"2021-02-08 02:34:56.032912","2021-05-06 08:20:27.062322",NULL,""
300,"good",30,"A complaint mechanism is provided for the handling of personal data","The service provides users with contact information for an internal or external structure to lodge complaints. It also provides users with contact information for a higher data protection / privacy office in case the internal mechanism fails to satisfy the user.",41,"2018-08-27 03:20:39.589412","2021-03-27 16:56:27.514538",True,"^((?=.*complaint))((?=.*lodge)|(?=.*file))"
313,"good",50,"User accounts can be terminated after having been in breach of the terms of service repeatedly","User accounts can be terminated for having been in breach of the terms of service repeatedly, meaning they cannot be terminated without a reason, but only for a limited number of reasons. Additionally, user accounts will not be deleted after a first infringement.",47,"2018-08-29 01:42:29.223555","2021-03-27 16:56:57.303618",NULL,"^((?=.*repeat)(?=.*infringer))"
203,"neutral",40,"They may stop providing the service at any time","They may discontinue the services without prior notice, at any time, for any or no reason. They usually assume no liability for losses and damages resulting from this suspension.",47,"2018-01-16 15:26:09.944198","2021-05-14 14:37:19.462795",NULL,""
396,"bad",60,"Your Personal data may be sold unless you opt out","There is a form to opt-out (typically California's CCPA) of the selling of your personal data. This is a bad a point because there are many services that don't have this form due to not selling your data in the first place.",41,"2020-09-07 18:57:48.105379","2021-05-06 08:11:50.372494",True,""
125,"good",20,"Only temporary session cookies are used","Temporary session cookies are cookies that are deleted when you close your browser instead of remaining there until they are manually deleted (or expire). These cookies are only used for the purposes of the service and therefore disappear when it's no longer used.",25,"2018-01-16 15:26:08.29199","2021-05-06 08:12:06.458695",NULL,""
120,"neutral",35,"Critical changes to the terms are made without user involvement","They may significantly update the terms at any time and at their sole discretion, meaning for any reason and without necessarily taking into account the interests or suggestions of the users of the Service. ",35,"2018-01-16 15:26:08.170138","2021-05-06 08:16:02.249917",NULL,""
406,"good",40,"An onion site accessible over Tor is provided","Tor is a software for anonymous communication that directs Internet traffic through an overlay network. Onion sites are only available through Tor browser and provide additional security and anonymity to users.",26,"2021-02-22 13:41:13.056029","2021-05-06 08:30:41.75291",True,""
121,"bad",70," Terms may be changed any time at their discretion, without notice to you ","The Agreements can be updated at any time, including in a way that negatively affects user rights, without notifying before or after the changes.",46,"2018-01-16 15:26:08.180238","2021-05-06 08:45:26.936883",NULL,""
124,"good",40,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance","The service may update the Terms without notice, but if they significantly change the agreements in a manner that importantly and/or negatively affects the way the service is used, users will be notified at least 30 days in advance.",46,"2018-01-16 15:26:08.252813","2021-05-06 08:45:33.649754",NULL,"^((?=.*notice)|(?=.*comment)|(?=.*notify))((?=.*30 days)|(?=.*60 days))"
392,"good",25,"This service does not collect, use, or share location data","No location-based information is tracked by the service, so that it cannot be used or shared with third parties.
",41,"2019-09-25 05:26:39.661745","2021-02-25 10:35:38.712823",True,""
390,"good",50,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner","The service may employ a broad copyright license over feedback, proposals, ideas and suggestions submitted, including the right to use them without restriction, compensation or obligation to the user, but they do not claim ownership on them.",27,"2019-05-18 12:52:27.550831","2021-02-25 10:36:53.085067",NULL,""
373,"bad",75,"This service may collect, use, and share location data","Location-based information is collected and may be used and/or shared with third parties for purposes not directly related to the services provided (i.e. the Service doesn't rely on the use or share of location data to function properly).",41,"2018-10-21 09:37:52.750314","2021-02-25 12:06:50.488881",True,""
163,"neutral",0,"The court of law governing the terms is in location X","The Terms are governed by the applicable laws of a jurisdiction (specified in the title of each point by replacing the ""X"").",44,"2018-01-16 15:26:09.179743","2021-02-25 12:38:43.370701",NULL,""
241,"good",50,"The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.","The Terms are governed by the applicable laws of a jurisdiction known for protecting citizens privacy with strong data regulations. Usually contributors will need to explain in the Analysis view of each point linked to this Case why the jurisdiction is friendly to user privacy protection.",44,"2018-08-08 06:09:52.829613","2021-02-25 12:43:16.218045",NULL,""
242,"bad",50,"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.","The Terms are governed by the applicable laws of a jurisdiction known for weak data regulations and poor user privacy protection. Usually contributors will need to explain in the Analysis view of each point linked to this Case the reason why it shall be applied.",44,"2018-08-08 06:10:34.628333","2021-02-25 12:46:02.736098",NULL,""
223,"good",10,"You can opt out of promotional communications","You can update your account preferences and/or easily unsubscribe of email/sms lists to stop receiving promotional communications.",34,"2018-01-16 15:26:10.532434","2021-03-27 16:51:44.689443",NULL,"^((?=.*opt out)|(?=.*opt-out)|(?=.*unsubscribing)|(?=.*unsubscribe))(((?=.*email)|(?=.*promotion))|(?=.*market)(?=.*communications))"
196,"good",60,"Your personal data is used for limited purposes","Your Personal Data is only used for the essential purposes of the Service, which are clearly defined on the Agreements. For instance, the Service won't abuse your data to deliver targeted advertisements to you or for marketing purposes.",41,"2018-01-16 15:26:09.828431","2021-02-25 18:57:32.26566",NULL,""
377,"neutral",50,"Your content can be deleted if you violate the terms","Content infringing the Terms of Service (or the Acceptable Use Policy or equivalent)  may be removed, with or without notice.",47,"2018-10-25 06:32:35.388617","2021-05-06 08:12:18.606906",NULL,""
185,"bad",40,"Your personal information is used for many different purposes","Personal Data can be processed for many reasons, including non essential processing such as for advertising, marketing and analytics purposes.",41,"2018-01-16 15:26:09.649723","2021-05-06 08:13:23.465634",NULL,""
206,"good",15,"30 days of notice are given before closing your account","The Terms explain they will notify users at least 30 days before closing their accounts, which allows users to limit the losses and damages caused by this termination.",47,"2018-01-16 15:26:10.009998","2021-05-06 08:17:09.578268",NULL,""
165,"good",50,"The service promises to inform and/or notify you regarding government inquiries that may involve your personal data","In case the Government governing the Terms requests personal data of a user of this service, they will make reasonable efforts to inform/notify the user (e.g. warrant canary).",28,"2018-01-16 15:26:09.213811","2021-05-06 08:45:51.557681",NULL,""
486,"neutral",0,"Minors must have the authorization of their legal guardians to use the service","Minors must have the authorization of their legal guardians to use the services. The legal guardians are responsible for the use of the service by the minor.",31,"2021-05-08 12:37:09.382832","2021-05-08 12:37:09.382832",NULL,""
119,"good",30,"Your feedback is invited regarding changes to the terms.","The Service takes user suggestions into account to update its Terms.",35,"2018-01-16 15:26:08.158996","2021-06-05 18:05:35.47844",NULL,""
333,"bad",70,"Some personal data may be kept for business interests or legal obligations","After the end of the data retention period and/or if you request the deletion of your data, they may still keep it for business interests (fraud detection, transactions...) or legal obligations (tax, legal reporting...)",45,"2018-09-21 00:08:10.584163","2021-07-15 22:27:22.56882",True,""
323,"bad",50,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting","Tracking technologies (such as web beacons, tracking pixels...) are employed on users and/or the service assigns a unique ID to a browser or device to track its behaviour.",25,"2018-08-29 11:07:14.68649","2021-05-06 08:12:43.922005",True,"^((?=.*web beacons)|(?=.*pixel tags)|(?=.*tracking pixels)|(?=.* fingerprinting))"
407,"blocker",70,"Content you post may be edited by the service for any reason","This service can edit any content on the service for whatever the reason and at their sole discretion.",47,"2021-02-26 13:24:51.760842","2021-05-06 08:17:36.547163",NULL,""
243,"bad",50,"Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction","If the service gets acquired or is involved in a merger, bankruptcy, reorganisation or sale, your personal data may be transferred or sold.",39,"2018-08-08 06:24:47.607478","2021-05-06 08:18:13.688385",NULL,"^(((?=.*bankruptcy)|(?=.*bankrupt)|(?=.*merger)|(?=.*merged)|(?=.*business assets))|((?=.*transfer)(?=.*asset))|((?=.*sale or transfer)(?=.*info))|((?=.*change)(?=.*new owner))((?=.*information)|(?=.*data)))"
156,"bad",40,"Per the service's terms, you may not express negative opinions about them","Criticising, questioning, making objections or complaints about the Service, its staff or anything related to it is prohibited and constitutes a breach of the Terms.",31,"2018-01-16 15:26:09.076008","2021-05-06 08:45:59.612349",NULL,""
123,"good",15,"When the service wants to change its terms, you are notified a week or more in advance.","Users will be notified a week before the Terms are somehow updated, which lets them a reasonable amount of time to carefully read the changes and perhaps stop using the services if they do not longer agree.",46,"2018-01-16 15:26:08.223767","2021-05-06 08:47:14.594877",NULL,"^((?=.*notice)|(?=.*comment)|(?=.*notify))((?=.*7 days)|(?=.*14 days))"
240,"neutral",15,"This service will continue using anonymized user-generated content after erasure of personal information","If you delete your account or your information from this service, user-generated content such as comments and posts will remain and still be used, but on a pseudonymized or anonymized form so that they can't be linked back to you.",26,"2018-07-24 00:27:05.794339","2021-02-26 18:42:28.92778",True,""
191,"neutral",10,"Only aggregate data is given to third parties","The Service only shares your information in an aggregated form, which means an anonymized form
that can't be linked to a unique identity.",41,"2018-01-16 15:26:09.743571","2021-02-26 19:59:54.129707",NULL,""
204,"good",20,"User suspension from the service will be fair and proportionate.","The Service promises to fairly terminate users accounts, only with a reason, and may give them an opportunity to explain and defend themselves.",47,"2018-01-16 15:26:09.966576","2021-02-27 15:17:38.702754",NULL,""
322,"bad",80,"App required for this service requires broad device permissions","The app of the service requires more device permissions than necessary. As a consequence it can compromise your privacy by accessing many functions and information from your device, such as precise location, contacts, device identifiers etc. ",41,"2018-08-29 11:00:24.358324","2021-02-27 15:45:32.933193",True,""
225,"good",0,"You can choose with whom you share content","Users can decide whether or not they want their content to be shared and they can control how and with whom it is shared.",34,"2018-01-16 15:26:10.569204","2021-02-27 16:22:40.728375",NULL,""
409,"bad",80,"You must provide your identifiable information","The Service requires users to provide their identifiable information, including phone number, iD number or other information, even though this data collection isn’t essential for the purposes of the service. They may still allow pseudonyms in the foreground.",26,"2021-03-01 08:16:35.777427","2021-03-01 08:16:35.777427",True,""
188,"bad",35,"This service gives your personal data to third parties involved in its operation","Your personal data is or may be given to third parties essential to the service’s operation. This could be an external spam detection service for an internet forum.",48,"2018-01-16 15:26:09.684316","2021-03-11 17:16:34.893185",True,""
332,"good",25,"This service offers a symbolic but nonbinding statement about a matter of opinion, ethics, society, or politics","If a service expresses a worldview antithetical to the user’s, that is a good signal that they should not use the service. Or conversely, if the service expresses an uncommonly-held belief that the user agrees with and thinks is relevant to the service-user relationship and/or important, they may wish to use that to choose between otherwise comparable services.",31,"2018-09-17 17:20:22.937299","2021-03-11 17:33:05.1706",NULL,""
411,"bad",50,"Your data is processed and stored in a country that is less friendly to user privacy protection","This case means that user data is not anywhere in the world, but somewhere where it is more likely to be obtained and used by government and/or possible data analysts.",41,"2021-03-11 17:58:28.661818","2021-03-11 17:58:41.719187",True,""
153,"good",30,"This service fines spammers","Sending unsolicited promotional communications through the Service (i.e. spam) is prohibited and spammers must pay a sum of money as a penalty.",31,"2018-01-16 15:26:08.987556","2021-03-27 16:42:28.124314",NULL,"^((?=.*substantial harm)|((?=.*fines)(?=.*spammers)))"
216,"bad",30,"Your personal data is used for advertising","Your interaction with the service and data you have shared with them may be gathered to create an advertising ID or profile to target ads on you, either on the website you were visiting or in third party websites.",57,"2018-01-16 15:26:10.380532","2021-05-06 08:13:43.286762",True,""
177,"good",80,"Logs are deleted after a finite period of time","Logs are text files containing some information about web visitors, such as user agents (showing for instance that you're connecting from Firefox for Android) and ip addresses (which reveal your approximate location). This case applies to Services that periodically delete their logs to prevent user sessions being tracked over time.",40,"2018-01-16 15:26:09.50352","2021-05-06 08:47:59.188027",NULL,""
232,"good",10,"A free help desk is provided","The service can be easily contacted for questions or provides a support center at no extra cost.",36,"2018-01-16 15:26:10.70375","2021-05-06 08:14:00.434758",NULL,""
160,"neutral",20,"No guarantee is given regarding quality","The Service doesn't warrant or guarantee the quality of the products or services provided.",32,"2018-01-16 15:26:09.131135","2021-05-14 14:36:40.088869",NULL,""
166,"bad",70,"This service shares your personal data with third parties that are not essential to its operation","Your personal data is or may be given to third parties nonessential to the service’s operation. This could be a business partner that receives your data to provide targeted advertisements.",48,"2018-01-16 15:26:09.231802","2021-07-02 15:20:09.009467",True,""
410,"blocker",70,"Political discussions which are against the government-advocated value are prohibited","Political content, which is against the government-advocated value, in the form or pictures, discussions, or campaigning isn’t allowed. Since it encourages the promotional content of the value, the service may tolerate trolling or spamming against political rivals or enemies.",47,"2021-03-01 09:06:07.976754","2021-05-06 08:18:00.338948",NULL,""
444,"good",0,"The publishing of personally identifiable information without the owner’s consent is not allowed","Users agree not to publicly post personally identifiable information (name, postal address, contact information…) without the owner’s knowledge or consent",52,"2021-03-15 19:22:22.644633","2021-05-06 08:22:46.772159",NULL,""
211,"bad",50,"Extra data may be collected about you through promotions","Additional personal data may be collected through contests, surveys, promotions, petitions or sweepstakes. ",57,"2018-01-16 15:26:10.199169","2021-05-06 08:29:55.670148",True,"^(((?=.*you)|(?=.*collect))(?=.*info)((?=.*promotion)|(?=.*sweepstake)|(?=.*contest)|(?=.*survey)))"
176,"good",50,"Only necessary logs are kept by the service to ensure quality","Logs are text files containing some information about web visitors, such as user agents (showing for instance that you're connecting from Firefox for Android) and ip addresses (which reveal your approximate location). This case applies to Services that only keep the strictly necessary logs on their servers and therefore protect your privacy.",40,"2018-01-16 15:26:09.472792","2021-05-06 08:48:04.736192",True,""
338,"good",50,"You can limit how your information is used by third-parties and the service","Usually it's related to the right to object to data processing or restrict it under the GDPR. Users may be able to refuse the use of their data for marketing purposes for instance.",34,"2018-10-17 06:48:48.129697","2021-03-15 19:29:06.629359",True,""
148,"neutral",10,"You are responsible for maintaining the security of your account and for the activities on your account","You are responsible for protecting the confidentiality of your password and for maintaining the security of your account. Any activity occurring under your account is your responsibility, whether authorized by you or not. ",50,"2018-01-16 15:26:08.835939","2021-03-27 16:40:43.393615",NULL,"^(((?=.*you are)|(?=.*you)(?=.*re))((?=.*responsible))((?=.*password)|(?=.*account)|(?=.*activity)|(?=.*activities)|(?=.*security)))"
152,"neutral",15,"This service is only available to users over a certain age","The Services are intended for users who are at least a certain age. If you are younger than the age required then you are prohibited from using the Service.",31,"2018-01-16 15:26:08.952429","2021-03-27 16:41:50.59469",NULL,"^((?=.*at least)((?=.*years old)|(?=.*years of age))|(?=.*you must be)(?=.*old)|((?=.*years of age)|(?=.*under the age)|(?=.*age is under)|(?=.*not intended for)|(?=.*only for))((?=.*13)|(?=.*thirteen)|(?=.*16)|(?=.*sixteen)|(?=.*18)|(?=.*eighteen))((?!.*California)))"
187,"bad",25,"Your data may be processed and stored anywhere in the world","Your data is stored all over the world, including in countries where data protection rules may differ from the ones of the service's jurisdiction or those of your country jurisdiction.",41,"2018-01-16 15:26:09.675651","2021-03-27 16:49:08.698243",NULL,"^((((?=.*transfer)(?=.*outside)((?=.*country)|(?=.*countries)|(?=.*EEA)))|(?=.*transfer)((?=.*around the world)|(?=.*around the globe)))|((?=.*pd)|(?=.*your personal)((?=.*data)|(?=.*info)))(?=.*other)((?=.*countries)|(?=.*country)))"
294,"neutral",10,"Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder","Should any portion of the Terms of Service be unenforceable or invalid, that portion will be enforced to the fullest extent permitted by applicable law and the remainder of the TOS will remain valid and enforceable.",31,"2018-08-26 23:10:29.004536","2021-03-27 16:55:39.895228",NULL,"^(?=.*remain in full force and effect)|(?=.*will remain in effect)(?=.*if any)|((?=.*unenforceable)|(?=.*unenforced))((?=.*invalid))"
281,"neutral",25,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages","Users are not allowed to use the service for chain letters, junk mail, spamming or any other distribution of content to people who have not agreed to receiving it.",52,"2018-08-24 03:58:16.944492","2021-05-06 08:48:26.340167",NULL,"^(((?=.*unsolicited)((?=.*messages)|(?=.*email)))|(?=.*spam))"
445,"neutral",50,"Harming minors in any ways is prohibited","This service prohibits harming minor in any ways. Since both “minor” and “in any ways” are vague and can be cited to restrict possibly any actions, the case is not classified as “good”.",31,"2021-03-16 18:49:12.601921","2021-05-08 12:35:30.431826",NULL,""
157,"bad",30,"Your use is throttled","The service may impose limits or restrictions to the use of the service, thus negatively impacting users experience. They may do so without reason or prior notice.",32,"2018-01-16 15:26:09.092475","2021-05-06 08:15:47.67117",NULL,"^((?=.*throttle)|(?=.*reduce))((?=.*bandwidth)|(?=.*speed))"
140,"good",40,"You can retrieve an archive of your data","Users can request a copy of the data collected through the services and infer from it the amount of personal information that is processed and stored by the Service. This usually applies to Services GDPR compliants.",34,"2018-01-16 15:26:08.66076","2021-05-06 08:28:43.835698",NULL,""
151,"bad",50,"You have a reduced time period to take legal action against the service","If you wish to bring legal action against a service about a past incident, you may not be able to do so if the Terms you agreed to implied a limited amount of time. As a result it may be worthy to carefully read that section of the Terms to know exactly how much time you might have before your right to take legal action expires.",31,"2018-01-16 15:26:08.926854","2021-05-06 08:48:21.060636",NULL,"^(((?=.*must be commenced)|(?=.*cause of action)|(?=.*forever barred)|(?=.*permanently barred))(((?=.*one)|(?=.*two))(?=.*year)|(((?=.*twelve)|(?=.*six))(?=.*months))))"
150,"neutral",20,"Spidering, crawling, or accessing the site through any automated means is not allowed","",52,"2018-01-16 15:26:08.898719","2021-07-25 10:42:48.562971",NULL,"^(((?=.*not)|(?=.*no)|(?=.*prohibited)|(?=.*prohibits))(((?=.*spidering)|(?=.*spider)|(?=.*crawler)|(?=.*crawling))|((?=.*automatic )|(?=.*automation)|(?=.*automate)(?=.*access)))((?!.*GDPR)(?!.*renew)(?!.*payment)(?!.*email options)))"
478,"blocker",30,"This service still tracks you even if you opted out from tracking","Users can’t fully opt out of tracking technologies used for non essential purposes such as advertising, marketing or analytics. The user may be asked for consent for installing some tracking technologies on the device, and even if all are rejected the service will still track its visitors and ignore the choice.This case doesn’t apply to functional cookies that are necessary to provide the services.",25,"2021-03-31 14:12:47.586669","2021-03-31 14:12:47.586669",True,""
126,"neutral",10,"First-party cookies are used","First-party cookies only belong to the domain of the service and not a third party.",25,"2018-01-16 15:26:08.311645","2021-05-06 08:28:30.139694",NULL,"^((?=.*essential cookies)|((?=.*domain cookies)|(?=.*domain-specific cookies))|((?=.*first-party cookies)|(?=.*first party cookies))|(?=.*cookies)(((?=.*strictly necessary)|(?=.*necessary)(?=.*function))|((?=.*remember)(?=.*preferences)|((?=.*logged in)|(?=.*logging in)))))"
480,"good",40,"Your personal data will not be used for an automated decision-making","The service promises not to use your personal data for automated decision-making, including profiling.",41,"2021-04-11 00:10:06.706358","2021-04-11 00:10:06.706358",NULL,""
174,"blocker",30,"This service holds onto content that you've deleted","Content may remain in backup servers and be retained after deletion, and thus never be completely deleted. This case doesn't apply to contributions that can't be removed due to the nature of the service.",45,"2018-01-16 15:26:09.426866","2021-04-17 01:15:07.628805",NULL,"^(((?=.*may retain)|(?=.*may remain))((?=.*remove)|(?=.*delete)|(?=.*deletion))((?=.*copies)|(?=.*in our records))|((?=.*content you delete)(?=.*continue)(?=.*appear))|((?=.*retain)|(?=.*archive))((?=.*request)(?=.*remove)))"
481,"good",20,"The service claims to be GDPR compliant for European users","The service has a different behavior towards users protected by the GDPR.",44,"2021-05-02 12:49:40.815109","2021-05-02 12:49:40.815109",NULL,""
482,"good",20,"The service claims to be CCPA compliant for California users","The service has a different behavior towards users protected by the California Consumer Privacy Act.",44,"2021-05-02 12:54:56.791488","2021-05-02 18:27:16.534781",NULL,""
483,"good",20,"The service claims to be LGPD compliant for Brazilian users","The service has a different behavior towards users protected by the Lei Geral de Proteção de Dados Pessoais.",44,"2021-05-02 18:29:13.376533","2021-05-02 18:29:13.376533",NULL,""
484,"neutral",10,"You must report to the service any unauthorized use of your account or any breach of security","The service asks the user to notify them immediately of any unauthorized use or security breaches.",50,"2021-05-04 17:27:41.868261","2021-05-04 17:27:41.868261",NULL,""
324,"neutral",30,"Alternative accounts are not allowed","Services that do not allow multiple or alternative accounts are covered by this case.
Alternative accounts can contribute to an increased privacy, but can also be used to manipulate discussions and polls and might decrease the trustworthiness of a person.",26,"2018-08-29 20:45:49.903657","2021-05-06 08:07:49.94273",True,"^((((?=.*not)|(?=.*no))((?=.*multiple)|(?=.*more than one))(?=.*account))|(?=.*one-account-per-user)|((?=.*only)(?=.*one)(?=.*account)))"
215,"good",20," Pseudonyms are allowed","You don't need to provide your full name to use the Service and you are allowed to use a pseudonym instead.",26,"2018-01-16 15:26:10.347919","2021-05-06 08:13:06.336944",NULL,"^(((?=.*nickname)(?=.*optional))|((?=.*don’t)|(?=.*do not))(((?=.*require)(?=.*have to))|((?=.*use your)))(?=.*real name)|(((?=.*allowed)|(?=.*can use)|(?=.*recommend))(?=.*pseudonym))|((?=.*use)(?=.*anonymous)(?=.*username))|((?=.*no requirement)|(?=.*optional))(?=.*real name))"
479,"bad",50,"You aren’t allowed to remove or edit user-generated content","You cannot edit or remove your content from this service.",52,"2021-04-06 01:39:46.666904","2021-05-06 08:25:09.522728",NULL,""
202,"blocker",50,"Specific content can be deleted without reason and may be removed without prior notice"," This service can delete specific content. Usually they will claim they reserve the right to do it at their sole discretion, which is legalese for saying they won't give a specific reason. If the terms say they will not notify you, it shall be included in the quote but if it does not explicitly say they will give you a notice, it can be reasonably inferred that they can do it without telling you.",47,"2018-01-16 15:26:09.934111","2021-05-06 08:16:55.066703",NULL,"^(((?=.*content)|(?=.*UGC)|(?=.*posting))((?=.*remove)|(?=.*refuse)|(?=.*delete))((?=.*without prior)((?=.*notice)|(?=.*notification))|((?=.*any reason)|(?=.*no reason)|(?=.*sole discretion))))"
145,"neutral",40,"You agree to indemnify and hold the service harmless in case of a claim related to your use of the service","You are responsible for your use of the service. If a claim arises related to that use, you agree to indemnify and hold the service harmless.
If users are also required to defend the service, see Case 146 instead.",31,"2018-01-16 15:26:08.768423","2023-04-03 18:53:28.339283",NULL,"^((?=.*indemnify)(?=.*harmless))(?!.*defend)"
233,"bad",60,"Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.","Even though the Do Not Track (DNT) header was not implemented perfectly, services should not track users whose browsers send a DNT header.",25,"2018-06-26 12:04:59.070418","2021-05-06 08:27:46.241984",True,"^(((?=.*dnt)|(?=.*do not track)|(?=.*do-not-track)|(?=.*requests not to be tracked))(((?=.*at this time)|(?=.*do not currently)|(?=.*continue to operate))|((?=.*does not)|(?=.*do not)|(?=.*doesn't))((?=.*honor)|(?=.*honour)|(?=.*respond)|(?=.*recognize)|(?=.*recognizing)|(?=.*support )|(?=.*alter)|((?=.*change)(?=.*behavior))|(?=.*action)))((?!.*we honor)(?!.*we honour)(?!.*by honor)(?!.*by honour)(?!.*we respect)(?!.*how does)))"
485,"good",30,"The service is open-source","The code of the software is open-source and the users can have access to the source code.",36,"2021-05-04 17:36:27.207157","2021-05-10 11:26:17.191222",NULL,""
170,"good",15,"You have the right to leave this service at any time","You can stop using the service and/or cancel or delete your account at any time for any reason. Moreover, the termination is reasonably fast and simple.",45,"2018-01-16 15:26:09.347811","2021-07-25 10:37:45.140006",NULL,"^((((?=.*you may)|(?=.*you can)|(?=.*you have a right)|(?=.*you have the right))((?=.*close)|(?=.*delete)|(?=.*terminate)|(?=.*cancel))((?=.*at any time)|(?=.*at any point)|(?=.*your sole discretion))|((?=.*you)((?=.*may)|(?=.*can)|(?=.*free))(?=.*stop using)))(?!.*its sole discretion))"
